Ams14SC,Ams14TX,Fat14SC,Fat14TX,GE14SC,GE14TX,Prt14SC,Prt14TX,Sta14SC,Sta14TX,Fat15SC,Fat15TX,GE15SC,GE15TX,Prt15SC,Prt15TX,Sta15SC,Sta15TX
1.0,0.8888942099391666,-0.45920632877744805,-0.44307038728261605,-0.058087788963048635,0.0158558431131007,-0.025576771372011243,-0.014986360206580325,0.3658467650396308,0.27923133608789535,-0.37508521214081186,-0.3657314414720178,0.06284580803537963,-0.15821488573507592,-0.09932925376351064,-0.08539410146153831,0.04274922566258771,0.05417169777071618
0.8888942099391666,1.0,-0.49273887927462034,-0.5220873377064711,-0.16076352342602787,-0.010669587265626843,-0.05119933152240864,0.0280560270369879,0.40477936366317824,0.3013373666336871,-0.3946308450633584,-0.41869483811116437,0.061257102229503806,-0.18124441621791298,-0.1302402462726692,-0.0781994515855443,0.05806372388059568,0.05545998477237498
-0.45920632877744805,-0.49273887927462034,1.0,0.7387781511785275,0.8164575221764157,0.5382467833041834,0.2256017870335198,0.07961834902299285,-0.7419794847265947,-0.47290123496051334,0.5586116964537758,0.6754769963148856,0.45823577911378366,0.5821799085488856,0.3410571893599836,0.20337530426601338,-0.3850124414005291,-0.3115420536787401
-0.44307038728261605,-0.5220873377064711,0.7387781511785275,1.0,0.5794685801695367,0.6953872700691552,0.15513422753923523,0.00814363901474163,-0.521436336719239,-0.6009528724243153,0.5709838076473415,0.6377586940468423,0.38015568314387455,0.5138195221950809,0.30656237038875417,0.13335733590936424,-0.3470734254825798,-0.24831905593525636
-0.058087788963048635,-0.16076352342602787,0.8164575221764157,0.5794685801695367,1.0,0.6208194606502475,0.41411808675654443,0.1522719335865442,-0.7688527227137111,-0.42982794151347214,0.4118800459522534,0.5339809182285097,0.574977087635105,0.5612143573006554,0.424141024611785,0.2524450530677038,-0.4841209592462421,-0.3485827424649188
0.0158558431131007,-0.010669587265626843,0.5382467833041834,0.6953872700691552,0.6208194606502475,1.0,0.29421577496189305,0.41378295301988316,-0.4514273583924973,-0.7346040635201273,0.33225221858503723,0.4506798364134124,0.4770769861482303,0.5425242737790056,0.28360918613424985,0.26790971254730855,-0.3519851379953147,-0.3712424418729831
-0.025576771372011243,-0.05119933152240864,0.2256017870335198,0.15513422753923523,0.41411808675654443,0.29421577496189305,1.0,0.5678030100882431,-0.6849700156997988,-0.5188406932830302,0.1315682541126902,-0.01028638333150885,0.42922183919514717,0.2924189434612599,0.6355268571807992,0.5632627026700224,-0.5653683429280246,-0.487209589361505
-0.014986360206580325,0.0280560270369879,0.07961834902299285,0.00814363901474163,0.1522719335865442,0.41378295301988316,0.5678030100882431,1.0,-0.38669302654997084,-0.7098558898391395,0.006142160617837639,-0.054071433202566514,0.2600063071240609,0.2544405799390184,0.36505961286802613,0.5978283833006481,-0.3119834116427715,-0.5017353942090305
0.3658467650396308,0.40477936366317824,-0.7419794847265947,-0.521436336719239,-0.7688527227137111,-0.4514273583924973,-0.6849700156997988,-0.38669302654997084,1.0,0.6177984685305546,-0.38191930493749504,-0.4081062624174833,-0.4785577591418932,-0.49879517384360406,-0.5416624121320802,-0.4887742560820279,0.546892710364605,0.5046329506938554
0.27923133608789535,0.3013373666336871,-0.47290123496051334,-0.6009528724243153,-0.42982794151347214,-0.7346040635201273,-0.5188406932830302,-0.7098558898391395,0.6177984685305546,1.0,-0.31602770545715314,-0.29880120393736415,-0.36747931350708707,-0.4796108873531477,-0.42395239980072796,-0.5332615081326532,0.4089348070852726,0.5416263358873782
-0.37508521214081186,-0.3946308450633584,0.5586116964537758,0.5709838076473415,0.4118800459522534,0.33225221858503723,0.1315682541126902,0.006142160617837639,-0.38191930493749504,-0.31602770545715314,1.0,0.5133000155437669,0.6225529761668224,0.4325050006178579,0.346913893700981,0.12466488875413231,-0.5570337682632578,-0.22796381367981072
-0.3657314414720178,-0.41869483811116437,0.6754769963148856,0.6377586940468423,0.5339809182285097,0.4506798364134124,-0.01028638333150885,-0.054071433202566514,-0.4081062624174833,-0.29880120393736415,0.5133000155437669,1.0,0.3440816344012793,0.7917840582747171,0.16789639833365938,0.05146266987591832,-0.22191581143221586,-0.31542999779907166
0.06284580803537963,0.061257102229503806,0.45823577911378366,0.38015568314387455,0.574977087635105,0.4770769861482303,0.42922183919514717,0.2600063071240609,-0.4785577591418932,-0.36747931350708707,0.6225529761668224,0.3440816344012793,1.0,0.4799107671367193,0.6606613332861592,0.3335817987599593,-0.798518451392773,-0.39973210764259304
-0.15821488573507592,-0.18124441621791298,0.5821799085488856,0.5138195221950809,0.5612143573006554,0.5425242737790056,0.2924189434612599,0.2544405799390184,-0.49879517384360406,-0.4796108873531477,0.4325050006178579,0.7917840582747171,0.4799107671367193,1.0,0.36203982660714956,0.5105808025550947,-0.40849034844088417,-0.7476914583250558
-0.09932925376351064,-0.1302402462726692,0.3410571893599836,0.30656237038875417,0.424141024611785,0.28360918613424985,0.6355268571807992,0.36505961286802613,-0.5416624121320802,-0.42395239980072796,0.346913893700981,0.16789639833365938,0.6606613332861592,0.36203982660714956,1.0,0.4872367238113566,-0.9131046625049194,-0.44560956760322973
-0.08539410146153831,-0.0781994515855443,0.20337530426601338,0.13335733590936424,0.2524450530677038,0.26790971254730855,0.5632627026700224,0.5978283833006481,-0.4887742560820279,-0.5332615081326532,0.12466488875413231,0.05146266987591832,0.3335817987599593,0.5105808025550947,0.4872367238113566,1.0,-0.4564299010413014,-0.9034150317827935
0.04274922566258771,0.05806372388059568,-0.3850124414005291,-0.3470734254825798,-0.4841209592462421,-0.3519851379953147,-0.5653683429280246,-0.3119834116427715,0.546892710364605,0.4089348070852726,-0.5570337682632578,-0.22191581143221586,-0.798518451392773,-0.40849034844088417,-0.9131046625049194,-0.4564299010413014,1.0,0.4661295145422968
0.05417169777071618,0.05545998477237498,-0.3115420536787401,-0.24831905593525636,-0.3485827424649188,-0.3712424418729831,-0.487209589361505,-0.5017353942090305,0.5046329506938554,0.5416263358873782,-0.22796381367981072,-0.31542999779907166,-0.39973210764259304,-0.7476914583250558,-0.44560956760322973,-0.9034150317827935,0.4661295145422968,1.0
